driver_id,latitude,longitude
D0097,37.21408849260559,127.04390315809772
D0098,35.268629466919705,128.74765173369053
D0099,36.57845802612313,127.53382719576652
D0100,37.48342852144245,126.88729920793826
D0101,35.2630851705609,129.11156735195155
D0102,35.78111132632353,128.65938830841415
D0103,37.48754559808176,126.68220824756808
D0104,35.10729731755114,126.79390263298596
D0105,36.26467340277787,127.436611623104
D0106,35.563125189459456,129.30773996760246
D0107,37.299272017956575,126.98583724933684
D0108,35.20313910713546,128.688799330149
D0109,36.71922944259715,127.53862905382064
D0110,37.52073555714224,127.06752050032154
D0111,35.25662386418153,128.98458709049055
D0112,35.8486229729019,128.6213818767618
D0113,37.48671197519892,126.6321318322769
D0114,35.208526549699684,126.77801125307153
D0115,36.41707826282092,127.47032724674436
D0116,35.48152181261644,129.29125985120515
D0117,37.25310179313726,127.06103460246472
D0118,35.17085314031851,128.64215072582007
D0119,36.740799401802974,127.42557875446585
D0120,37.66513415791967,127.07696260586074
D0121,35.11193446711074,129.0237070173032
D0122,35.830296321121786,128.5704429087672
D0123,37.37496562405397,126.63973148021952
D0124,35.23564971541484,126.9041315233206
D0125,36.40826008982163,127.31053889197408
D0126,35.59902483323581,129.29673479612316
D0127,37.25199282178935,127.05750296488696
D0128,35.26537620923675,128.71371260982582
D0129,36.663061575677794,127.429630787438
D0130,37.61396305476261,126.9680881990852
D0131,35.18318143212806,129.1164772157035
D0132,35.7994272880701,128.53377472250665
D0133,37.365392925440986,126.63676539625996
D0134,35.13407406613617,126.92090769353828
D0135,36.36497175032371,127.36480325083691
D0136,35.44595684436245,129.4069264673101
D0137,37.180593967486445,126.94990232740636
D0138,35.14153646311796,128.74844214411667
D0139,36.68157767153571,127.43951901862384
D0140,37.5571599477293,127.02328827162148
D0141,35.24176410756763,129.0630156165515
D0142,35.83847882778853,128.69794831300007
D0143,37.49052249967489,126.61167507545488
D0144,35.16935025427558,126.80720575913516
D0145,36.302795112855705,127.48039015262256
D0146,35.57981921523223,129.39051663799822
D0147,37.208888752420776,127.04445356591503
D0148,35.172952134971105,128.5882210453033
D0149,36.545382052830966,127.41488060011972
D0150,37.58324645003202,126.95860709778694
D0151,35.20255147774813,129.14310386307295
D0152,35.8596766484986,128.66711911605913
D0153,37.41853848887087,126.69513597017703
D0154,35.20315456643237,126.80555343474894
D0155,36.40735486423256,127.38159917823316
D0156,35.4449815045962,129.33242843936057
D0157,37.18005870820359,127.05194482254
D0158,35.31834552558289,128.6409933425895
D0159,36.70995148907007,127.58114802191726
D0160,37.663648940402005,126.92077914727496
D0161,35.199435127042115,128.99473374208566
D0162,35.90813502622812,128.5727439261335
D0163,37.473773355891495,126.64539480655826
D0164,35.128019754243624,126.77371512844388
D0165,36.38046143146145,127.30851814131432
D0166,35.600631252317505,129.36612732900113
D0167,37.24771811483138,127.08160046479834
D0168,35.12994477837226,128.7307108138176
D0169,36.689982010733,127.41467212257903
D0170,37.50387444288069,126.99331279268452
D0171,35.18890102762266,129.11579393091563
D0172,35.96939438879007,128.51231071451755
D0173,37.40269369043156,126.6294277147698
D0174,35.13115988270392,126.76976845552412
D0175,36.40173835465521,127.37528655646072
D0176,35.52938202897357,129.3704909821244
D0177,37.20501696497754,126.99578276902132
D0178,35.1643615796381,128.71208106042354
D0179,36.74016752655602,127.54559155319346
D0180,37.5848337641187,126.88053156569684
D0181,35.11827572197581,129.08301590815952
D0182,35.866204041914536,128.50642645427752
D0183,37.51202027174011,126.6549414311933
D0184,35.08385039952954,126.87149477098252
D0185,36.41488446200326,127.32779811345324
D0186,35.57749512083782,129.29908577840223
D0187,37.35076019521093,127.08406668900612
D0188,35.15813522510839,128.70718434963376
D0189,36.64042384722536,127.39477158266725
D0190,37.61929940986391,127.0763853236616
D0191,35.22679689775142,128.97716898424812
D0192,35.83645103468278,128.52310383888843
D0193,37.44437184159376,126.78274184635046
D0194,35.10963119600832,126.78054813191288
D0195,36.40985180512962,127.3758960719256
D0196,35.5504540151194,129.22833523104853
D0197,37.289299086017806,126.96313130716648
D0198,35.2795666850605,128.65451499014898
D0199,36.70106256927998,127.52319646825391
D0200,37.52182445541874,127.07293798409049
D0201,35.16347796759368,129.0112549616644
D0202,35.7794509790883,128.69930363003925
D0203,37.45251022549526,126.74000523582524
D0204,35.20957062448167,126.87489826687649
D0205,36.373199024806965,127.3271994787822
D0206,35.45400990567998,129.33647128032672
D0207,37.193527344301785,127.01854546166476
D0208,35.24012643855858,128.63939168353156
D0209,36.65938722366781,127.52204082069622
D0210,37.566815729981286,127.05132164578582
D0211,35.113073506145334,129.17129133443686
D0212,35.952085364434765,128.66066413136292
D0213,37.54469209751257,126.74145112603738
D0214,35.21772282364029,126.86326673448455
D0215,36.4015363554099,127.3375684949614
D0216,35.46238803677151,129.35657873211673
D0217,37.26425408962012,127.11384282107971
D0218,35.297123641705454,128.59643447639365
D0219,36.63885031846048,127.50341508080707
D0220,37.635828812866535,126.96094652727402
D0221,35.18938773570373,128.97630217018215
D0222,35.879666964968614,128.59132884044402
D0223,37.386408162652906,126.78981716384789
D0224,35.20099239804437,126.94753437910325
D0225,36.44622678350355,127.33858368208044
D0226,35.61090020817862,129.37335966587474
D0227,37.33071903272154,126.9322399184302
D0228,35.31876019085177,128.62230348085825
D0229,36.58289571282828,127.52265188744164
D0230,37.56100612706218,126.946163353774
D0231,35.12789284563984,128.98806354500985
D0232,35.85133398281926,128.5402197862543
D0233,37.4504082972092,126.62384278517854
D0234,35.12064459986065,126.825675474907
D0235,36.31168233347079,127.38467298833218
D0236,35.48035170300227,129.251219278814
D0237,37.2176938211233,126.93792718009232
D0238,35.17398583860582,128.6011662106424
D0239,36.716359830718446,127.56830196712278
D0240,37.51618112104937,127.01495908043005
D0241,35.108284120508046,129.15589431678953
D0242,35.89983101309736,128.5149850367365
D0243,37.46450605781256,126.79065312652628
D0244,35.17378227860885,126.8420759645276
D0245,36.429106000363625,127.472278429473
D0246,35.54638964544428,129.25091691716565
D0247,37.22306874950801,126.98008224603934
D0248,35.176429014006054,128.58461309114077
D0249,36.67406580458463,127.4048943331709
D0250,37.57624392111661,126.97421343816949
D0251,35.25871429581662,129.0465088412529
D0252,35.94799846155173,128.6534365041736
D0253,37.46834622403965,126.64597566852431
D0254,35.24207919606125,126.90358634661445
D0255,36.263518172932926,127.42551598563676
D0256,35.60708808873295,129.25838971256667
D0257,37.32228831827442,126.93546643422856
D0258,35.2694497783688,128.6562767909591
D0259,36.65275017658792,127.54826915509594
D0260,37.55989829078036,127.06356845332124
D0261,35.09152791692576,129.03914610932353
D0262,35.82473952637938,128.51144205491096
D0263,37.37661442872893,126.67460560506514
D0264,35.138886410212336,126.8694323462552
D0265,36.43710486254333,127.38984994997617
D0266,35.593185011361115,129.40576488493588
D0267,37.18466251181796,127.06528322645876
D0268,35.202630963712146,128.7178461387021
D0269,36.6173345779684,127.43948191701406
D0270,37.49521549268972,127.01020541164688
D0271,35.17945313492975,129.11053616831572
D0272,35.9427669146371,128.54651900805484
D0273,37.53630591410694,126.79041241290354
D0274,35.119752679570674,126.80959365314745
D0275,36.30874477743608,127.32979293833549
D0276,35.61724756592711,129.27360906395026
D0277,37.19745433546785,127.0307338804873
D0278,35.30890511187246,128.7466740759012
D0279,36.60754740449009,127.5044560137941
D0280,37.52292842574434,127.05017402471093
D0281,35.16070423104071,129.08935382050458
D0282,35.92052176678867,128.64118516840324
D0283,37.4752711002926,126.77531689396446
D0284,35.09438210864329,126.87040778812168
D0285,36.3701980181262,127.3328085625432
D0286,35.56331172718348,129.4039951884729
D0287,37.19287518773363,126.9565543322187
D0288,35.18642343162556,128.64226051648987
D0289,36.55572441747349,127.49221016446836
D0290,37.603067453205774,127.03087984051253
D0291,35.183796908501684,129.1196762621733
D0292,35.78201177074925,128.52420555811156
D0293,37.46788974828689,126.64218906744236
D0294,35.18343917108086,126.8097855119308
D0295,36.31928826121747,127.32245577868623
D0296,35.53969921924082,129.2835938827297
D0297,37.27264714366511,127.08167039878391
D0298,35.15085991612036,128.60166171234715
D0299,36.69247778541814,127.4036350197536
D0300,37.64884754165547,126.92886801751553
D0301,35.19670280849622,129.04521910950157
D0302,35.92587299853852,128.5602658859839
D0303,37.42387077713906,126.62077401286128
D0304,35.15788807652187,126.91710720378268
D0305,36.299273445705545,127.39006878230806
D0306,35.55099630090306,129.2488357217977
D0307,37.32544761433493,127.03894095051903
D0308,35.19576258072701,128.72609416097507
D0309,36.6070934669461,127.45930560831938
D0310,37.50975391152038,126.9767845290899
D0311,35.18707154984538,129.0694489891741
D0312,35.83622500991894,128.67059850168314
D0313,37.54527780524299,126.60791631757976
D0314,35.17677282826459,126.76805869863009
D0315,36.26262923620954,127.38236616632484
D0316,35.60105246027013,129.3399434309491
D0317,37.19099936572379,127.04162919411138
D0318,35.127344964421965,128.6006332636252
D0319,36.57749099403939,127.55024193103448
D0320,37.4859508431711,127.04912553630705
D0321,35.11285487367642,129.14259085244657
D0322,35.87000347606932,128.66208627350227
D0323,37.5518952238706,126.74597053702658
D0324,35.068087230973546,126.83819723444252
D0325,36.33800635662689,127.43969478174998
D0326,35.611161975060305,129.2360572798652
D0327,37.17111457716892,127.0270512812758
D0328,35.19977607872537,128.6069192699719
D0329,36.73281168365944,127.54702190245342
D0330,37.60780592646064,127.03010040088344
D0331,35.189848263624526,129.0169345875578
D0332,35.873014989368016,128.60783787178525
D0333,37.36440013729639,126.7277337059479
D0334,35.253348426091605,126.7920576617434
D0335,36.26805563859368,127.48367128583564
D0336,35.60462779288708,129.28113957907232
D0337,37.24578836664413,127.0490107345854
D0338,35.189394308486484,128.76229104194985
D0339,36.70345575706568,127.4168806884023
D0340,37.508447798787714,126.94366174207158
D0341,35.16984108164248,129.12531179713417
D0342,35.923633325082506,128.52318703332975
D0343,37.43124087399344,126.6990205949903
D0344,35.107392955906896,126.9260808226449
D0345,36.36343046093546,127.46693998009924
D0346,35.53205771353458,129.37693422711382
D0347,37.19227003081074,126.96221948955332
D0348,35.153934963598395,128.75062902933038
D0349,36.57358525043477,127.4397099551864
D0350,37.54272953067221,127.03352851393554
D0351,35.11802586544037,129.10901721026713
D0352,35.82580234641721,128.57757904413023
D0353,37.36091993468485,126.70850249252491
D0354,35.189244376030985,126.83063919344998
D0355,36.25879003029801,127.421050515468
D0356,35.5998359540405,129.34289881185123
D0357,37.2783333195098,127.11144175793616
D0358,35.153859392879035,128.76762599314785
D0359,36.72854515890908,127.57548555659577
D0360,37.5379541843992,127.0562101233861
D0361,35.18704163587898,129.06356414756667
D0362,35.95744549004117,128.5731308804565
D0363,37.55190683777714,126.77118446259672
D0364,35.20746432687312,126.86022868601628
D0365,36.3316799705709,127.4306120161795
D0366,35.48935847114626,129.30855682287103
D0367,37.32245614347253,127.0933468826077
D0368,35.212540234163846,128.7214198699799
D0369,36.740152081178856,127.50777087294117
D0370,37.638983508053954,126.92058790952646
D0371,35.08402799060678,129.08090494215423
D0372,35.828509186785254,128.5172382504741
D0373,37.37002019697903,126.71267676848788
D0374,35.16969905666905,126.77554246443744
D0375,36.39813241071237,127.46595791229052
D0376,35.620199598874564,129.28860620980524
D0377,37.28941193812503,127.01235089958404
D0378,35.22764093401499,128.73484695867575
D0379,36.74236102882677,127.48759848582093
D0380,37.61866033435122,126.968545085326
D0381,35.08848049312121,129.13488712887013
D0382,35.81283200767284,128.51601096869112
D0383,37.41077691585266,126.77161241935084
D0384,35.20505114346572,126.88918833892508
D0385,36.39379538021278,127.4010201873569
D0386,35.47287238317708,129.21776110624677
D0387,37.16940798044184,127.052148100125
D0388,35.30049019107777,128.6759128433811
D0389,36.72957519388122,127.58013373243668
D0390,37.56142914465518,126.9896282986806
D0391,35.19899279314329,129.08940931497875
D0392,35.954427154026014,128.5082985489998
D0393,37.55619181343728,126.74722837651252
D0394,35.17959457265005,126.8041157564996
D0395,36.32036780510135,127.48414878277264
D0396,35.54266681714335,129.2668362729349
D0397,37.21330986215023,127.00434127151308
D0398,35.279720871832595,128.6078997362411
D0399,36.740944923918725,127.58083869729172
D0400,37.55806273001692,126.9531589804576
D0401,35.15209265204599,129.0059812101978
D0402,35.9005474089628,128.63629032835212
D0403,37.43548508143473,126.79604740633091
D0404,35.24356005411455,126.84242793769188
D0405,36.40752035848461,127.46457520446953
D0406,35.62464495183578,129.38147255753157
D0407,37.28082210717962,127.08514714207205
D0408,35.13852853911948,128.76855240895554
D0409,36.54865427554945,127.41942328060178
D0410,37.60073722443183,127.07383529944
D0411,35.24477268420846,129.02853967554222
D0412,35.93819158379106,128.54260190471018
D0413,37.41456056174103,126.76691723388582
D0414,35.24595642881416,126.80271425828442
D0415,36.40098971993263,127.314796422606
D0416,35.45218654042482,129.38429538072356
D0417,37.17059976825279,127.06873156577755
D0418,35.12924417799549,128.62138802598446
D0419,36.65199355935879,127.42291159887404
D0420,37.621709791773874,127.00074129636992
D0421,35.1219164269141,129.09841299694548
D0422,35.92252615871345,128.6265937492103
D0423,37.525166709839866,126.7583704608074
D0424,35.07088958973969,126.82746511292255
D0425,36.30412631032383,127.4813832068362
D0426,35.49585996000736,129.35086290805933
D0427,37.31693449706723,127.11635918195056
D0428,35.169742594970515,128.6345414553513
D0429,36.56240247607131,127.48545529189732
D0430,37.48874331500044,126.88436834890962
D0431,35.17206717593269,129.1363918232182
D0432,35.91933950106125,128.55650049622423
D0433,37.52470156236772,126.70026073493352
D0434,35.140949283452414,126.75781157719712
D0435,36.41452511861344,127.3235387628552
D0436,35.48736234625683,129.28667412545963
D0437,37.2868712647198,127.06560598985384
D0438,35.12889502625234,128.5818293405569
D0439,36.5590387353703,127.44605273238832
D0440,37.47220369878226,126.92021117785336
D0441,35.198776727533804,129.0783842385803
D0442,35.88711338073201,128.5121838611621
D0443,37.4370347315248,126.74773224512936
D0444,35.25204738227945,126.78322961673274
D0445,36.30050028493919,127.35872393824376
D0446,35.54085654597723,129.23394745763932
D0447,37.35061737792941,127.0667702350932
D0448,35.26692693340027,128.58657413842673
D0449,36.68499176311191,127.5760684562794
D0450,37.57864863920308,126.92960877880734
D0451,35.1762475530586,129.12605389218908
D0452,35.883474299289084,128.60130549857337
D0453,37.47392231409112,126.6565065235222
D0454,35.24102619066694,126.78617578021657
D0455,36.38792102019876,127.35435298116953
D0456,35.51469381279877,129.23898459795274
D0457,37.169485213300135,126.99656854302997
D0458,35.2097372527478,128.6911528195718
D0459,36.571059668602864,127.41596927250374
D0460,37.57574959352058,126.9255046083696
D0461,35.19070147046541,129.13386830480394
D0462,35.773242503695386,128.68922330384606
D0463,37.54762237083277,126.7542145229183
D0464,35.248859855559154,126.77393647949634
D0465,36.44530651073248,127.32891303490828
D0466,35.520863515616625,129.2585377327849
D0467,37.31275026599685,126.97929382824856
D0468,35.205112420485406,128.60301957406702
D0469,36.74157277508614,127.54841679108982
D0470,37.53902339031709,126.90355659091476
D0471,35.09658406780464,129.0997421727472
D0472,35.820889126805746,128.70064501104952
D0473,37.43488746100556,126.78114159648082
D0474,35.093182821361026,126.88534283309028
D0475,36.43781092671316,127.35268717606284
D0476,35.52667351206396,129.36067453495846
D0477,37.25250179241386,126.93102314111992
D0478,35.312363270785674,128.72223752929045
D0479,36.70924768592813,127.48424656270343
D0480,37.55664359710643,126.99076349611502
D0481,35.213802494968974,129.10473706503487
D0482,35.888948045054846,128.6766264697464
D0483,37.46536353458986,126.654146895447
D0484,35.17446104497446,126.78850785043991
D0485,36.39429789005188,127.34055306003488
D0486,35.571302686596454,129.3683464825728
D0487,37.21078017333966,126.93892835944456
D0488,35.31816234863487,128.697146257412
D0489,36.5847918180516,127.49540693736668
D0490,37.4736549381428,126.8814587951534
D0491,35.205802838700905,129.05277107534437
D0492,35.83480184383938,128.60360918759363
D0493,37.413814349778384,126.8017677096039
D0494,35.188872044803446,126.94665874654974
D0495,36.28588248345024,127.28719105154836
D0496,35.60709649856286,129.28364454704686
D0497,37.28121855830279,127.07985898477207
D0498,35.24697359463101,128.68639970546565
D0499,36.66576767535685,127.42351715880986
D0500,37.51423777628626,126.91784837571691
D0501,35.23256747942055,129.05665135611443
D0502,35.86098672994062,128.6218920573691
D0503,37.53108473587718,126.67056933942617
D0504,35.18822655951001,126.806790746316
D0505,36.36665240768386,127.38940881313302
D0506,35.52327535340278,129.3199318564273
D0507,37.19673263349528,127.00762497695492
D0508,35.21243623248167,128.62890512736072
D0509,36.66697522980412,127.4409228197348
D0510,37.57713534122735,127.06632020775749
D0511,35.15612823101311,129.09825727876662
D0512,35.91102150644613,128.68599213145194
D0513,37.38738666078515,126.75279727645504
D0514,35.20437681366581,126.78558933215164
D0515,36.42090460136436,127.40957943863336
D0516,35.51899995181072,129.3559108193232
D0517,37.21002572042062,126.93812247568547
D0518,35.22366364431045,128.6958890644401
D0519,36.70777864676512,127.40422021116667
D0520,37.47259665206227,126.88215357734208
D0521,35.1087291592053,129.14940942049537
D0522,35.92924317502504,128.60504269631858
D0523,37.43529208552207,126.70865508053464
D0524,35.08952676916601,126.76423955402603
D0525,36.43455296282446,127.47922152976014
D0526,35.49793290118586,129.29966222247768
D0527,37.27922813475242,126.93911737204289
D0528,35.32600974468154,128.62056828363825
D0529,36.67878103329216,127.5157705801767
D0530,37.53112824125196,127.03555429601772
D0531,35.272336654452104,129.05566217984622
D0532,35.96604719945342,128.64367241217926
D0533,37.4540751521507,126.71258160158284
D0534,35.12591504843627,126.76504874523177
D0535,36.30673002225904,127.46427580811589
D0536,35.61902345657443,129.22556070274257
D0537,37.30244939246591,127.09498266251418
D0538,35.304283277561275,128.68303088324836
D0539,36.56067428811229,127.47552298657442
D0540,37.57853851084685,126.92879327966244
D0541,35.11361630265347,129.04905878952303
D0542,35.780339959050764,128.6001419956553
D0543,37.368944867850125,126.76429019163552
D0544,35.08733096690364,126.94716257229403
D0545,36.26703234662649,127.41322827457574
D0546,35.57076431959783,129.37685539097438
D0547,37.32877108417189,127.02754469962058
D0548,35.30499292150018,128.77452423565094
D0549,36.720214983349344,127.47886721188708
D0550,37.66208231251814,126.9803871858291
D0551,35.20004169284964,129.13578753916417
D0552,35.915723474003855,128.67860610513057
D0553,37.38371253919483,126.71975065184964
D0554,35.06608371735279,126.91509022634412
D0555,36.36444962498948,127.33183107589596
D0556,35.597288240184284,129.26269610527362
D0557,37.29262113531728,127.02858287757336
D0558,35.2927389884488,128.73029092358078
D0559,36.69256607273727,127.43356136848006
D0560,37.5897358163214,126.9266912715544
D0561,35.21357817357168,129.1221865244035
D0562,35.808313003335044,128.51642965398526
D0563,37.442966775104985,126.79779604961304
D0564,35.1955492981397,126.79689038808532
D0565,36.34185216091837,127.31422482609398
D0566,35.62990851148942,129.28686969132795
D0567,37.28640166780779,126.99954499358952
D0568,35.24357720030944,128.7034475811685
D0569,36.64950733555944,127.45150445426486
D0570,37.48583295343313,126.94503062852446
D0571,35.2403223885912,129.10322789769822
D0572,35.87534722088287,128.65172297144065
D0573,37.40273571003672,126.74893907742953
D0574,35.22255421829457,126.77825102242409
D0575,36.380630490127096,127.3671977826795
D0576,35.59248232734226,129.38459319070014
D0577,37.21641342713473,127.07846565114156
D0578,35.21456516232688,128.69468410065463
D0579,36.66831399223411,127.53229738712048
D0580,37.6130284484885,126.92772282380434
D0581,35.133142059295054,128.98619116009027
D0582,35.94792431936151,128.65923471860393
D0583,37.4937347385219,126.71308493420888
D0584,35.13695180805089,126.84199511388054
D0585,36.40180661138824,127.393867302054
D0586,35.53430728900861,129.3076862405624
D0587,37.27213081126142,127.11594120867645
D0588,35.31925959482658,128.6462296973013
D0589,36.69181081641787,127.51225871123708
D0590,37.48364201868765,126.90586117333454
D0591,35.24202642116061,129.01214261471267
D0592,35.9200672391792,128.61072058329083
D0593,37.54738233881581,126.78656243001927
D0594,35.16322925788433,126.9084190511626
D0595,36.38562092865083,127.3903042681119
D0596,35.45609114813711,129.35730076528586
D0597,37.255425981555085,127.08612022929232
D0598,35.31332002526881,128.7705406298421
D0599,36.71007981769734,127.54431969643936
D0600,37.593015872844056,126.95163270277024
D0601,35.26605253024861,129.1610774713363
D0602,35.79824282566574,128.59293762090252
D0603,37.37199848489338,126.74915745249366
D0604,35.07571498322946,126.93544627526884
D0605,36.402807310261565,127.42063971921613
D0606,35.50861524774865,129.38841682387468
D0607,37.17620307813856,127.04871934071588
D0608,35.24347932084724,128.70157283482547
D0609,36.56141933386982,127.41638391057712
D0610,37.58629332726477,126.914075953775
D0611,35.21330502768922,129.14462112819606
D0612,35.832409173139574,128.5992154582296
D0613,37.418575267381065,126.60925404113462
D0614,35.22630845358533,126.75522667474198
D0615,36.376707381948535,127.33297957525038
D0616,35.62190821631933,129.26242227743327
D0617,37.33944980861556,126.96109583067538
D0618,35.259401912922804,128.6914205731968
D0619,36.62855006839315,127.42969902010806
D0620,37.56080727751565,126.94878553531504
D0621,35.16094847743826,129.08514314163585
D0622,35.78116326213416,128.69399831157418
D0623,37.54060818863936,126.62901420014693
D0624,35.174023449062865,126.93736688728468
D0625,36.44160158490324,127.30857609293302
D0626,35.461337956534265,129.22564814304852
D0627,37.23973260086199,127.03411443864388
D0628,35.278432166090965,128.7589812234203
D0629,36.60704935678881,127.57663663040891
D0630,37.54674599992234,126.96396914874128
D0631,35.17838376683377,129.00612830618525
D0632,35.9595427119263,128.549958855399
D0633,37.435980682985424,126.70412226258472
D0634,35.071910210527086,126.84779519373194
D0635,36.35195545721391,127.40967322192309
D0636,35.528185341853785,129.2236205912973
D0637,37.33149430846461,127.07762830968409
D0638,35.27016391460775,128.72852139608065
D0639,36.61848889035319,127.40030292487762
D0640,37.62748533566461,127.07420046999144
D0641,35.1956389806496,129.00315710413503
D0642,35.95008228619074,128.68522160477622
D0643,37.39262864731154,126.74253197479666
D0644,35.12653868703441,126.7754841360312
D0645,36.28368641533249,127.3482851430864
D0646,35.56657447549055,129.40415582728326
D0647,37.309988411015546,126.94400644963076
D0648,35.26112116194427,128.62618042295375
D0649,36.61338465419458,127.4275034044394
D0650,37.53172994342387,127.00071683697116
D0651,35.152487248954145,129.00500600184304
D0652,35.89073561318275,128.57418044773877
D0653,37.36974572711416,126.73946596347731
D0654,35.16920779841424,126.91016663763708
D0655,36.38470670581093,127.31430844183504
D0656,35.44775543003803,129.4062544481056
D0657,37.289581710472056,127.03890649786612
D0658,35.199676674199296,128.75291553889005
D0659,36.69835221105583,127.43680718862996
D0660,37.54418156677439,127.06999698164752
D0661,35.22981790608848,129.13131636974413
D0662,35.961668980586374,128.52257918381056
D0663,37.423090704657874,126.77317160067992
D0664,35.16637288577188,126.82827072065238
D0665,36.31222685845073,127.422036108236
D0666,35.609797637560355,129.32988789001578
D0667,37.18063343334211,127.04807977823742
D0668,35.28012265680443,128.72905899853157
D0669,36.60820252275679,127.4774055216861
D0670,37.656322410745545,126.94381955179482
D0671,35.23141108194212,129.1615330532601
D0672,35.948578192989615,128.65241725801536
D0673,37.396961194200586,126.7103914198536
D0674,35.16914318213099,126.86050071809
D0675,36.28027589572756,127.36487390312983
D0676,35.542199091286435,129.34590227385948
D0677,37.22666507107603,127.10917560021156
D0678,35.27313547400588,128.59888704895107
D0679,36.643713862411445,127.55191574520052
D0680,37.52207887956815,126.97841152938044
D0681,35.22343287635578,129.10930263629356
D0682,35.80106049648237,128.56875966809213
D0683,37.477212532920845,126.68597742346472
D0684,35.251410682859984,126.89913713827936
D0685,36.346626362165495,127.4499357413316
D0686,35.57672589811976,129.27858425632476
D0687,37.33218351669219,127.0335507877252
D0688,35.21809563031902,128.75146725175236
D0689,36.57074304164952,127.4825464542229
D0690,37.615621785699965,126.96726993287652
D0691,35.24456725543075,129.11553894019147
D0692,35.928176717146904,128.652242619405
D0693,37.44528753960159,126.7503473020018
D0694,35.25850624500121,126.75770270977294
D0695,36.271162982624496,127.45598771169396
D0696,35.59594174617729,129.33657804310775
D0697,37.33677721814594,126.94645725030622
D0698,35.27427795801,128.77465743838667
D0699,36.55856181198107,127.42674123229584
